Top Ten Entry Date,Single Name,Artist(s),Peak,Peak Date,Weeks in Top Ten,Ref,Year
1997-04-26,Hard to Say I'm Sorry,Az Yet featuring Peter Cetera,8,1997-05-03,5,,1997
1997-04-26,Where Have All the Cowboys Gone?,Paula Cole,8,1997-05-10,6,,1997
1997-05-03,My Baby Daddy,B-Rock & the Bizz,10,1997-05-03,1,,1997
1997-05-10,MMMBop,Hanson,1,1997-05-24,12,,1997
1997-05-17,I Belong to You (Every Time I See Your Face),Rome,6,1997-06-07,9,,1997
1997-05-24,Say You'll Be There,Spice Girls,3,1997-05-31,9,,1997
1997-05-31,The Freshmen,The Verve Pipe,5,1997-06-07,6,,1997
1997-06-07,G.H.E.T.T.O.U.T,Changing Faces,8,1997-06-07,5,,1997
1997-06-07,It's Your Love,Tim McGraw and Faith Hill,7,1997-07-19,6,,1997
1997-06-14,I'll Be Missing You,Puff Daddy featuring Faith Evans and 112,1,1997-06-14,17,,1997
1997-06-14,Bitch,Meredith Brooks,2,1997-07-12,11,,1997
1997-06-21,Look Into My Eyes,Bone Thugs-n-Harmony,4,1997-06-21,7,,1997
1997-07-12,Sunny Came Home,Shawn Colvin,7,1997-07-26,6,,1997
1997-07-12,Do You Know (What It Takes),Robyn,7,1997-08-02,8,,1997
1997-07-12,Quit Playing Games (with My Heart),Backstreet Boys,2,1997-09-06,18,,1997
1997-07-26,Semi-Charmed Life,Third Eye Blind,4,1997-08-09,14,,1997
1997-07-26,Gotham City,R. Kelly,9,1997-08-02,2,,1997
1997-08-02,Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase,1,1997-08-30,12,,1997
1997-08-09,How Do I Live,LeAnn Rimes,2,1997-12-13,32,,1997
1997-08-09,Not Tonight,"Lil' Kim featuring Da Brat, Missy Elliott, Angie Martinez, and Left Eye",6,1997-08-09,5,,1997
1997-08-09,Never Make a Promise,Dru Hill,7,1997-08-23,6,,1997
1997-08-16,2 Become 1,Spice Girls,4,1997-09-06,9,,1997
1997-09-06,You Make Me Wanna...,Usher,2,1997-10-25,23,,1997
1997-09-06,Barbie Girl,Aqua,7,1997-09-06,3,,1997
1997-09-13,Honey,Mariah Carey,1,1997-09-13,8,,1997
1997-09-20,Foolish Games,Jewel,7,1997-11-01,9,,1997
1997-09-27,4 Seasons of Loneliness,Boyz II Men,1,1997-10-04,10,,1997
1997-10-11,Candle in the Wind 1997,Elton John,1,1997-10-11,17,,1997
1997-10-18,All Cried Out,Allure featuring 112,4,1997-11-22,8,,1997
1997-10-25,My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,4,1997-11-29,10,,1997
1997-11-01,Tubthumping,Chumbawamba,6,1997-11-29,12,,1997
1997-11-08,The One I Gave My Heart To,Aaliyah,9,1997-11-15,3,,1997
1997-11-15,My Body,LSG,4,1997-12-06,11,,1997
1997-11-22,Feel So Good,Mase,5,1997-12-13,9,,1997
1997-11-29,Show Me Love,Robyn,7,1997-11-29,10,,1997
1997-12-06,I Will Come to You,Hanson,9,1997-12-13,2,,1997
1981-12-12,Harden My Heart,Quarterflash,3,1982-02-13,12,,1981
1981-12-19,I Can't Go for That (No Can Do),Hall & Oates,1,1982-01-30,12,,1981
1981-12-19,Leather and Lace,Stevie Nicks and Don Henley,6,1982-01-23,8,,1981
1981-12-26,Trouble,Lindsey Buckingham,9,1982-01-16,5,,1981
1982-01-09,Centerfold,The J. Geils Band,1,1982-02-06,12,,1982
1982-01-09,Turn Your Love Around,George Benson,5,1982-02-06,6,,1982
1982-01-16,The Sweetest Thing (I've Ever Known),Juice Newton,7,1982-02-13,7,,1982
1982-01-30,Hooked on Classics,Royal Philharmonic Orchestra,10,1982-01-30,2,,1982
1982-02-06,Shake It Up,The Cars,4,1982-02-27,7,,1982
1982-02-13,Open Arms,Journey,2,1982-02-27,10,,1982
1982-02-13,Sweet Dreams,Air Supply,5,1982-03-20,7,,1982
1982-02-20,That Girl,Stevie Wonder,4,1982-03-20,9,,1982
1982-02-20,Leader of the Band,Dan Fogelberg,9,1982-03-06,4,,1982
1982-02-27,I Love Rock 'n' Roll,Joan Jett & the Blackhearts,1,1982-03-20,12,,1982
1982-03-06,Mirror Mirror,Diana Ross,8,1982-03-06,3,,1982
1982-03-06,Take It Easy on Me,Little River Band,10,1982-03-06,2,,1982
1982-03-13,We Got the Beat,The Go-Go's,2,1982-04-10,9,,1982
1982-03-20,Make a Move on Me,Olivia Newton-John,5,1982-04-03,5,,1982
1982-03-20,Pac-Man Fever,Buckner & Garcia,9,1982-03-27,3,,1982
1982-03-27,Chariots of Fire,Vangelis,1,1982-05-08,9,,1982
1982-03-27,Freeze Frame,The J. Geils Band,4,1982-04-10,8,,1982
1982-04-03,Don't Talk to Strangers,Rick Springfield,2,1982-05-22,11,,1982
1982-04-03,Key Largo,Bertie Higgins,8,1982-04-17,4,,1982
1982-04-10,Do You Believe in Love,Huey Lewis and the News,7,1982-04-17,4,,1982
1982-04-24,Ebony and Ivory,Paul McCartney and Stevie Wonder,1,1982-05-15,12,,1982
1982-04-24,867-5309/Jenny,Tommy Tutone,4,1982-05-22,8,,1982
1982-04-24,'65 Love Affair,Paul Davis,6,1982-05-22,7,,1982
1982-05-01,I've Never Been to Me,Charlene,3,1982-05-22,6,,1982
1982-05-08,Did It in a Minute,Hall & Oates,9,1982-05-22,4,,1982
1982-05-15,The Other Woman,Ray Parker Jr.,4,1982-06-12,7,,1982
1982-05-22,Don't You Want Me,The Human League,1,1982-07-03,12,,1982
1982-05-22,Get Down on It,Kool & the Gang,10,1982-05-22,2,,1982
1982-05-29,Always on My Mind,Willie Nelson,5,1982-06-12,6,,1982
1982-06-05,Rosanna,Toto,2,1982-07-03,11,,1982
1982-06-05,Heat of the Moment,Asia,4,1982-06-26,6,,1982
1982-06-12,Crimson and Clover,Joan Jett & the Blackhearts,7,1982-06-19,3,,1982
1982-06-12,It's Gonna Take a Miracle,Deniece Williams,10,1982-06-12,2,,1982
1982-06-19,Hurts So Good,John Cougar,2,1982-08-07,16,,1982
1982-06-19,Let It Whip,Dazz Band,5,1982-07-17,6,,1982
1982-06-26,Love's Been a Little Bit Hard on Me,Juice Newton,7,1982-07-10,4,,1982
1982-07-03,Eye of the Tiger,Survivor,1,1982-07-24,15,,1982
1982-07-03,Caught Up in You,38 Special,10,1982-07-03,3,,1982
1982-07-10,Tainted Love,Soft Cell,8,1982-07-17,3,,1982
1982-07-17,Hold Me,Fleetwood Mac,4,1982-07-24,10,,1982
1982-07-17,Only the Lonely,The Motels,9,1982-07-17,4,,1982
1982-07-24,Abracadabra,Steve Miller Band,1,1982-09-04,14,,1982
1982-07-24,Keep the Fire Burnin',REO Speedwagon,7,1982-08-14,6,,1982
1982-07-31,Hard to Say I'm Sorry,Chicago,1,1982-09-11,12,,1982
1982-07-31,Even the Nights Are Better,Air Supply,5,1982-09-04,8,,1982
1982-08-14,Vacation,The Go-Go's,8,1982-08-21,4,,1982
1982-08-14,Wasted on the Way,"Crosby, Stills & Nash",9,1982-08-21,5,,1982
1982-08-21,Take It Away,Paul McCartney,10,1982-08-21,5,,1982
1982-09-04,You Should Hear How She Talks About You,Melissa Manchester,5,1982-09-18,5,,1982
1982-09-11,Jack & Diane,John Cougar,1,1982-10-02,10,,1982
1982-09-18,Eye in the Sky,The Alan Parsons Project,3,1982-10-16,8,,1982
1982-09-25,Who Can It Be Now?,Men at Work,1,1982-10-30,9,,1982
1982-09-25,Somebody's Baby,Jackson Browne,7,1982-10-16,6,,1982
1982-09-25,Love Is in Control (Finger on the Trigger),Donna Summer,10,1982-09-25,1,,1982
1982-10-02,I Keep Forgettin' (Every Time You're Near),Michael McDonald,4,1982-10-23,7,,1982
1982-10-09,You Can Do Magic,America,8,1982-10-16,6,,1982
1982-10-09,I Ran (So Far Away),A Flock of Seagulls,9,1982-10-23,4,,1982
1982-10-16,Heart Attack,Olivia Newton-John,3,1982-11-06,7,,1982
1982-10-23,Up Where We Belong,Joe Cocker and Jennifer Warnes,1,1982-11-06,7,,1982
1982-10-30,Heartlight,Neil Diamond,5,1982-11-13,6,,1982
1982-11-06,Truly,Lionel Richie,1,1982-11-27,10,,1982
1982-11-06,Gloria,Laura Branigan,2,1982-11-27,10,,1982
1982-11-13,Muscles,Diana Ross,10,1982-11-13,6,,1982
1982-11-20,Mickey,Toni Basil,1,1982-12-11,10,,1982
1982-11-20,Maneater,Hall & Oates,1,1982-12-18,13,,1982
1982-11-20,Steppin' Out,Joe Jackson,6,1982-12-11,8,,1982
1982-12-11,Rock This Town,Stray Cats,9,1982-12-11,5,,1982
1961-12-04,The Twist,Chubby Checker,1,1962-01-13,13,,1961
1961-12-11,"Happy Birthday, Sweet Sixteen",Neil Sedaka,6,1962-01-06,6,,1961
1961-12-18,Peppermint Twist - Part 1,Joey Dee and the Starliters,1,1962-01-27,11,,1961
1961-12-25,Can't Help Falling in Love,Elvis Presley,2,1962-02-03,8,,1961
1962-01-06,When I Fall in Love,The Lettermen,7,1962-01-27,3,,1962
1962-01-06,Unchain My Heart,Ray Charles,9,1962-01-13,2,,1962
1962-01-13,I Know (You Don't Love Me No More),Barbara George,3,1962-01-27,6,,1962
1962-01-13,When the Boy in Your Arms,Connie Francis,10,1962-01-13,1,,1962
1962-01-20,Norman,Sue Thompson,3,1962-02-24,7,,1962
1962-01-27,The Wanderer,Dion,2,1962-02-24,7,,1962
1962-01-27,Baby It's You,The Shirelles,8,1962-02-03,2,,1962
1962-02-03,Duke of Earl,Gene Chandler,1,1962-02-17,8,,1962
1962-02-03,Break It to Me Gently,Brenda Lee,4,1962-03-03,7,,1962
1962-02-10,A Little Bitty Tear,Burl Ives,9,1962-02-10,2,,1962
1962-02-10,Dear Lady Twist,Gary U.S. Bonds,9,1962-02-24,3,,1962
1962-02-17,Crying in the Rain,The Everly Brothers,6,1962-03-03,5,,1962
1962-02-24,Hey! Baby,Bruce Channel,1,1962-03-10,8,,1962
1962-03-03,Midnight in Moscow,Kenny Ball and His Jazzmen,2,1962-03-17,7,,1962
1962-03-03,Chip Chip,Gene McDaniels,10,1962-03-03,1,,1962
1962-03-10,Don't Break the Heart That Loves You,Connie Francis,1,1962-03-31,6,,1962
1962-03-10,Let Me In,The Sensations,4,1962-03-17,4,,1962
1962-03-10,Her Royal Majesty,James Darren,6,1962-03-17,3,,1962
1962-03-10,What's Your Name,Don and Juan,7,1962-03-17,4,,1962
1962-03-17,Percolator (Twist),Billy Joe and the Checkmates,10,1962-03-17,1,,1962
1962-03-24,Dream Baby,Roy Orbison,4,1962-03-31,3,,1962
1962-03-24,Slow Twistin',Chubby Checker,3,1962-04-14,7,,1962
1962-03-24,Twistin' the Night Away,Sam Cooke,9,1962-03-24,2,,1962
1962-03-31,Johnny Angel,Shelley Fabares,1,1962-04-07,9,,1962
1962-03-31,Good Luck Charm,Elvis Presley,1,1962-04-21,7,,1962
1962-04-07,Young World,Rick Nelson,5,1962-04-21,4,,1962
1962-04-07,Love Letters,Ketty Lester,5,1962-04-14,3,,1962
1962-04-07,Mashed Potato Time,Dee Dee Sharp,2,1962-05-05,9,,1962
1962-04-14,Lover Please,Clyde McPhatter,7,1962-04-21,4,,1962
1962-04-21,Soldier Boy,The Shirelles,1,1962-05-05,8,,1962
1962-04-21,Shout,Joey Dee and the Starliters,6,1962-05-05,4,,1962
1962-04-21,Stranger on the Shore,Mr. Acker Bilk,1,1962-05-26,11,,1962
1962-04-28,"Twist, Twist Senora",Gary U.S. Bonds,9,1962-05-12,3,,1962
1962-05-05,P.T. 109,Jimmy Dean,8,1962-05-26,3,,1962
1962-05-12,She Cried,Jay and the Americans,5,1962-05-19,3,,1962
1962-05-12,Old Rivers,Walter Brennan,5,1962-05-26,4,,1962
1962-05-12,Shout! Shout! (Knock Yourself Out),Ernie Maresca,6,1962-05-19,3,,1962
1962-05-19,Everybody Loves Me But You,Brenda Lee,6,1962-05-26,3,,1962
1962-05-19,Funny Way of Laughin',Burl Ives,10,1962-05-19,1,,1962
1962-05-26,I Can't Stop Loving You,Ray Charles,1,1962-06-02,11,,1962
1962-05-26,Lovers Who Wander,Dion,3,1962-06-09,4,,1962
1962-06-02,The One Who Really Loves You,Mary Wells,8,1962-06-09,3,,1962
1962-06-02,(The Man Who Shot) Liberty Valance,Gene Pitney,4,1962-06-16,5,,1962
1962-06-09,It Keeps Right on A-Hurtin',Johnny Tillotson,3,1962-06-16,6,,1962
1962-06-09,Second Hand Love,Connie Francis,7,1962-06-09,3,,1962
1962-06-09,Palisades Park,Freddy Cannon,3,1962-06-23,7,,1962
1962-06-09,Playboy,The Marvelettes,7,1962-06-23,5,,1962
1962-06-16,The Stripper,David Rose and His Orchestra,1,1962-07-07,9,,1962
1962-06-23,Cindy's Birthday,Johnny Crawford,8,1962-06-23,2,,1962
1962-06-23,That's Old Fashioned,The Everly Brothers,9,1962-06-23,1,,1962
1962-06-30,Roses Are Red (My Love),Bobby Vinton,1,1962-07-14,10,,1962
1962-06-30,Al Di La,Emilio Pericoli,6,1962-07-07,3,,1962
1962-07-07,Wolverton Mountain,Claude King,6,1962-07-21,4,,1962
1962-07-07,Snap Your Fingers,Joe Henderson,8,1962-07-07,1,,1962
1962-07-07,Johnny Get Angry,Joanie Sommers,7,1962-07-21,2,,1962
1962-07-14,The Wah-Watusi,The Orlons,2,1962-07-21,6,,1962
1962-07-14,Sealed with a Kiss,Brian Hyland,3,1962-07-28,6,,1962
1962-07-14,Gravy (For My Mashed Potatoes),Dee Dee Sharp,9,1962-07-14,3,,1962
1962-07-21,Speedy Gonzales,Pat Boone,6,1962-07-28,5,,1962
1962-07-28,Breaking Up Is Hard to Do,Neil Sedaka,1,1962-08-11,7,,1962
1962-07-28,Ahab the Arab,Ray Stevens,5,1962-08-04,5,,1962
1962-08-04,The Loco-Motion,Little Eva,1,1962-08-25,7,,1962
1962-08-04,Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,10,1962-08-04,1,,1962
1962-08-11,You'll Lose a Good Thing,Barbara Lynn,8,1962-08-11,1,,1962
1962-08-11,Things,Bobby Darin,3,1962-08-25,5,,1962
1962-08-18,You Don't Know Me,Ray Charles,2,1962-09-08,5,,1962
1962-08-18,Little Diane,Dion,8,1962-08-18,3,,1962
1962-08-25,Sheila,Tommy Roe,1,1962-09-01,6,,1962
1962-08-25,Party Lights,Claudine Clark,5,1962-09-01,3,,1962
1962-08-25,She's Not You,Elvis Presley,5,1962-09-08,5,,1962
1962-09-01,Vacation,Connie Francis,9,1962-09-01,2,,1962
1962-09-08,Ramblin' Rose,"Nat ""King"" Cole",2,1962-09-22,8,,1962
1962-09-08,Teen Age Idol,Rick Nelson,5,1962-09-22,4,,1962
1962-09-15,Sherry,The Four Seasons,1,1962-09-15,7,,1962
1962-09-15,Green Onions,Booker T. & the M.G.'s,3,1962-09-29,6,,1962
1962-09-15,Patches,Dickey Lee,6,1962-10-06,7,,1962
1962-09-15,Rinky Dink,"Dave ""Baby"" Cortez",10,1962-09-15,1,,1962
1962-09-22,Let's Dance,Chris Montez,4,1962-10-06,5,,1962
1962-09-22,You Belong to Me,The Duprees,7,1962-09-22,2,,1962
1962-09-22,You Beat Me to the Punch,Mary Wells,9,1962-09-22,2,,1962
1962-09-29,Monster Mash,"Bobby ""Boris"" Pickett and the Crypt-Kickers",1,1962-10-20,7,,1962
1962-09-29,Alley Cat,Bent Fabric,7,1962-09-29,3,,1962
1962-10-06,Venus in Blue Jeans,Jimmy Clanton,7,1962-10-06,1,,1962
1962-10-06,I Remember You,Frank Ifield,5,1962-10-13,4,,1962
1962-10-13,Do You Love Me,The Contours,3,1962-10-20,5,,1962
1962-10-13,If I Had a Hammer,"Peter, Paul and Mary",10,1962-10-13,1,,1962
1962-10-20,He's a Rebel,The Crystals,1,1962-11-03,7,,1962
1962-10-20,Only Love Can Break a Heart,Gene Pitney,2,1962-11-03,4,,1962
1962-10-27,All Alone Am I,Brenda Lee,3,1962-11-10,7,,1962
1962-10-27,Gina,Johnny Mathis,6,1962-11-17,5,,1962
1962-11-03,Big Girls Don't Cry,The Four Seasons,1,1962-11-17,10,,1962
1962-11-03,Limbo Rock,Chubby Checker,2,1962-12-22,12,,1962
1962-11-03,Next Door to an Angel,Neil Sedaka,5,1962-11-17,5,,1962
1962-11-03,Return to Sender,Elvis Presley,2,1962-11-17,10,,1962
1962-11-10,Popeye the Hitchhiker,Chubby Checker,10,1962-11-10,1,,1962
1962-11-17,Bobby's Girl,Marcie Blane,3,1962-12-01,8,,1962
1962-11-17,Don't Hang Up,The Orlons,4,1962-12-08,6,,1962
1962-11-17,The Cha-Cha-Cha,Bobby Rydell,10,1962-11-17,1,,1962
1962-11-24,Ride!,Dee Dee Sharp,5,1962-12-08,4,,1962
1962-12-01,The Lonely Bull,The Tijuana Brass,6,1962-12-08,3,,1962
1962-12-08,Telstar,The Tornados,1,1962-12-22,8,,1962
1962-12-08,Release Me,"""Little Esther"" Phillips",8,1962-12-22,4,,1962
1962-12-22,You Are My Sunshine,Ray Charles,7,1962-12-29,2,,1962
1962-12-22,Love Came to Me,Dion,10,1962-12-22,1,,1962
2008-10-04,Love Story,Taylor Swift,4,2009-01-17,13,[1][2][3],2008
2008-11-22,Heartless,Kanye West,2,2009-02-21,16,[4][5][6],2008
2008-12-06,Just Dance,Lady Gaga featuring Colby O'Donis,1,2009-01-17,19,[3][7][8],2008
2009-01-24,Gives You Hell,The All-American Rejects,4,2009-03-07,14,[9][10][11],2009
2009-02-07,My Life Would Suck Without You,Kelly Clarkson,1,2009-02-07,10,[12][13],2009
2009-02-07,You Found Me,The Fray,7,2009-02-14,6,[12][14][15],2009
2009-02-21,Crack a Bottle,Eminem featuring Dr. Dre and 50 Cent,1,2009-02-21,4,[6][16],2009
2009-02-21,Dead and Gone,T.I. featuring Justin Timberlake,2,2009-02-28,13,[6][17][18],2009
2009-02-28,Poker Face,Lady Gaga,1,2009-04-11,18,[8][18][19],2009
2009-02-28,Right Round,Flo Rida,1,2009-02-28,13,[18][20],2009
2009-03-07,Kiss Me Thru the Phone,Soulja Boy Tell 'Em featuring Sammie,3,2009-04-04,13,[11][21][22],2009
2009-03-21,The Climb,Miley Cyrus,4,2009-05-02,8,[23][24][25],2009
2009-03-21,Blame It,Jamie Foxx featuring T-Pain,2,2009-05-16,14,[23][26][27],2009
2009-04-04,I Told You So,Carrie Underwood featuring Randy Travis,9,2009-04-04,1,[22][28],2009
2009-04-11,Love Sex Magic,Ciara featuring Justin Timberlake,10,2009-04-11,1,[19][29],2009
2009-04-18,Boom Boom Pow,The Black Eyed Peas,1,2009-04-18,19,[30][31],2009
2009-04-18,Day 'n' Nite,Kid Cudi,3,2009-05-09,9,[30][32][33],2009
2009-05-02,We Made You,Eminem,9,2009-05-02,1,[16][25],2009
2009-05-09,Halo,Beyoncé,5,2009-05-23,8,[33][34][35],2009
2009-05-09,Sugar,Flo Rida featuring Wynter,5,2009-05-16,4,[20][27][33],2009
2009-05-16,Don't Trust Me,3OH!3,7,2009-05-30,3,[27][36][37],2009
2009-05-30,Birthday Sex,Jeremih,4,2009-06-13,10,[37][38][39],2009
2009-05-30,I Know You Want Me (Calle Ocho),Pitbull,2,2009-06-20,10,[37][40][41],2009
2009-06-06,Don't Stop Believin',Glee Cast,4,2009-06-06,1,[42],2009
2009-06-06,New Divide,Linkin Park,6,2009-06-06,3,[42][43],2009
2009-06-06,Waking Up in Vegas,Katy Perry,9,2009-08-08,4,[42][44][45],2009
2009-06-13,Fire Burning,Sean Kingston,5,2009-07-25,11,[39][46][47],2009
2009-06-13,Knock You Down,Keri Hilson featuring Kanye West and Ne-Yo,3,2009-06-20,14,[41][39][48],2009
2009-06-13,LoveGame,Lady Gaga,5,2009-06-27,10,[8][39][49],2009
2009-06-20,Second Chance,Shinedown,7,2009-06-20,3,[41][50],2009
2009-06-27,I Gotta Feeling,The Black Eyed Peas,1,2009-07-11,22,[31][49][51],2009
2009-07-04,Best I Ever Had,Drake,2,2009-07-25,12,[51][52][53],2009
2009-07-04,Every Girl,Young Money,10,2009-07-04,1,[52][54],2009
2009-07-18,You Belong With Me,Taylor Swift,2,2009-08-22,16,[2][55][56],2009
2009-07-25,He Could Be the One,Hannah Montana,10,2009-07-25,1,[47][57],2009
2009-08-08,Battlefield,Jordin Sparks,10,2009-08-08,1,[45][58],2009
2009-08-08,Use Somebody,Kings of Leon,4,2009-09-12,12,[45][59][60],2009
2009-08-15,Down,Jay Sean featuring Lil Wayne,1,2009-10-17,24,[61][62][63],2009
2009-08-15,Good Girls Go Bad,Cobra Starship featuring Leighton Meester,7,2009-08-22,6,[56][61][64],2009
2009-08-22,Hotel Room Service,Pitbull,8,2009-09-19,6,[40][56][65],2009
2009-08-29,Party in the U.S.A.,Miley Cyrus,2,2009-08-29,16,[24][66],2009
2009-08-29,Run This Town,Jay-Z featuring Rihanna and Kanye West,2,2009-10-03,12,[66][67][68],2009
2009-09-19,Obsessed,Mariah Carey,7,2009-09-19,4,[65][69],2009
2009-09-19,Whatcha Say,Jason Derulo,1,2009-11-14,18,[65][70][71],2009
2009-10-03,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem",8,2009-10-03,1,[53][68],2009
2009-10-03,Empire State of Mind,Jay-Z featuring Alicia Keys,1,2009-11-28,16,[67][68][72],2009
2009-10-03,Paparazzi,Lady Gaga,6,2009-10-17,10,[8][68][73],2009
2009-10-24,3,Britney Spears,1,2009-10-24,11,[74][75],2009
2009-10-24,Fireflies,Owl City,1,2009-11-07,15,[74][76][77],2009
2009-10-31,Meet Me Halfway,The Black Eyed Peas,7,2009-11-07,6,[31][77][78],2009
2009-11-07,Sweet Dreams,Beyoncé,10,2009-11-07,2,[34][77],2009
2009-11-14,Bad Romance,Lady Gaga,2,2009-12-05,17,[8][71][79],2009
2009-11-14,Jump Then Fall,Taylor Swift,10,2009-11-14,1,[2][71],2009
2009-11-21,Russian Roulette,Rihanna,9,2009-11-21,1,[80][81],2009
1964-12-26,The Jerk,The Larks,7,1965-01-16,5,,1964
1965-01-02,Love Potion No. 9,The Searchers,3,1965-01-16,6,,1965
1965-01-02,Amen,The Impressions,7,1965-01-09,2,,1965
1965-01-02,The Wedding,Julie Rogers,10,1965-01-02,2,,1965
1965-01-09,Downtown,Petula Clark,1,1965-01-23,9,,1965
1965-01-09,You've Lost That Lovin' Feelin',The Righteous Brothers,1,1965-02-06,9,,1965
1965-01-16,How Sweet It Is (To Be Loved by You),Marvin Gaye,6,1965-01-30,4,,1965
1965-01-16,Keep Searchin' (We'll Follow the Sun),Del Shannon,9,1965-01-30,3,,1965
1965-01-23,The Name Game,Shirley Ellis,3,1965-01-30,5,,1965
1965-01-30,This Diamond Ring,Gary Lewis & the Playboys,1,1965-02-20,9,,1965
1965-01-30,Hold What You've Got,Joe Tex,5,1965-01-30,3,,1965
1965-01-30,All Day and All of the Night,The Kinks,7,1965-02-06,4,,1965
1965-02-06,My Girl,The Temptations,1,1965-03-06,8,,1965
1965-02-06,Shake,Sam Cooke,7,1965-02-27,4,,1965
1965-02-13,The Jolly Green Giant,The Kingsmen,4,1965-03-06,5,,1965
1965-02-13,I Go to Pieces,Peter and Gordon,9,1965-02-20,3,,1965
1965-02-20,The Boy from New York City,The Ad Libs,8,1965-02-27,2,,1965
1965-02-27,King of the Road,Roger Miller,4,1965-03-20,7,,1965
1965-02-27,Tell Her No,The Zombies,6,1965-02-27,2,,1965
1965-03-06,Eight Days a Week,The Beatles,1,1965-03-13,5,,1965
1965-03-06,The Birds and the Bees,Jewel Akens,3,1965-03-20,6,,1965
1965-03-06,Ferry Cross the Mersey,Gerry and the Pacemakers,6,1965-03-20,4,,1965
1965-03-13,Stop! In the Name of Love,The Supremes,1,1965-03-27,8,,1965
1965-03-13,Can't You Hear My Heartbeat,Herman's Hermits,2,1965-03-27,6,,1965
1965-03-13,Hurt So Bad,Little Anthony and the Imperials,10,1965-03-13,1,,1965
1965-03-20,Shotgun,Junior Walker & the All Stars,4,1965-04-03,6,,1965
1965-03-20,Goldfinger,Shirley Bassey,8,1965-03-27,3,,1965
1965-04-03,I'm Telling You Now,Freddie and the Dreamers,1,1965-04-10,6,,1965
1965-04-03,Nowhere to Run,Martha and the Vandellas,8,1965-04-10,3,,1965
1965-04-03,Red Roses for a Blue Lady,Vic Dana,10,1965-04-03,2,,1965
1965-04-10,Game of Love,Wayne Fontana and The Mindbenders,1,1965-04-24,5,,1965
1965-04-10,I Know a Place,Petula Clark,3,1965-05-01,6,,1965
1965-04-17,Tired of Waiting for You,The Kinks,6,1965-04-24,3,,1965
1965-04-17,The Clapping Song,Shirley Ellis,8,1965-04-24,2,,1965
1965-04-17,Go Now,The Moody Blues,10,1965-04-17,1,,1965
1965-04-24,"Mrs. Brown, You've Got a Lovely Daughter",Herman's Hermits,1,1965-05-01,7,,1965
1965-04-24,I'll Never Find Another You,The Seekers,4,1965-05-15,6,,1965
1965-04-24,Silhouettes,Herman's Hermits,5,1965-05-15,5,,1965
1965-05-01,Count Me In,Gary Lewis & the Playboys,2,1965-05-08,5,,1965
1965-05-01,The Last Time,The Rolling Stones,9,1965-05-01,2,,1965
1965-05-08,Ticket to Ride,The Beatles,1,1965-05-22,6,,1965
1965-05-08,Cast Your Fate to the Wind,Sounds Orchestral,10,1965-05-08,1,,1965
1965-05-15,"Help Me, Rhonda",The Beach Boys,1,1965-05-29,7,,1965
1965-05-15,Wooly Bully,Sam the Sham & the Pharaohs,2,1965-06-05,9,,1965
1965-05-15,I'll Be Doggone,Marvin Gaye,8,1965-05-15,1,,1965
1965-05-15,Just Once in My Life,The Righteous Brothers,9,1965-05-15,2,,1965
1965-05-22,Back in My Arms Again,The Supremes,1,1965-06-12,5,,1965
1965-05-22,Crying in the Chapel,Elvis Presley,3,1965-06-12,7,,1965
1965-05-29,Just a Little,The Beau Brummels,8,1965-06-05,3,,1965
1965-05-29,It's Not Unusual,Tom Jones,10,1965-05-29,2,,1965
1965-06-05,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1,1965-06-19,10,,1965
1965-06-05,Engine Engine Number 9,Roger Miller,7,1965-06-12,3,,1965
1965-06-12,Mr. Tambourine Man,The Byrds,1,1965-06-26,7,,1965
1965-06-12,Wonderful World,Herman's Hermits,4,1965-07-10,5,,1965
1965-06-19,For Your Love,The Yardbirds,6,1965-07-03,3,,1965
1965-06-19,"Hush, Hush, Sweet Charlotte",Patti Page,8,1965-06-26,2,,1965
1965-06-26,(I Can't Get No) Satisfaction,The Rolling Stones,1,1965-07-10,9,,1965
1965-06-26,The Seventh Son,Johnny Rivers,7,1965-07-03,6,,1965
1965-07-03,"Yes, I'm Ready",Barbara Mason,5,1965-07-31,6,,1965
1965-07-03,What the World Needs Now Is Love,Jackie DeShannon,7,1965-07-24,5,,1965
